# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  735       2.194352866057e+03       3.122770340270e+01       0.000000000000e+00      -1.378222810024e+02       1.090764538617e-08       1.143514333860e-05      -1.103491606584e-06 
  736       2.203715788491e+03       3.097578294230e+01       0.000000000000e+00      -1.382144061326e+02       1.088298939127e-08       1.145427008948e-05      -1.096935901605e-06 
  737       2.213101022723e+03       3.072098724033e+01       0.000000000000e+00      -1.385675729857e+02       1.085840893382e-08       1.147268367664e-05      -1.090303873484e-06 
  738       2.222503589028e+03       3.046343162670e+01       0.000000000000e+00      -1.388812812922e+02       1.083390174394e-08       1.149038408556e-05      -1.083599104979e-06 
  739       2.231918706869e+03       3.020323175162e+01       0.000000000000e+00      -1.391551273352e+02       1.080946600505e-08       1.150737113892e-05      -1.076824553518e-06 
  740       2.241342560081e+03       2.994050042663e+01       0.000000000000e+00      -1.393891041715e+02       1.078510211842e-08       1.152364372568e-05      -1.069980463892e-06 
  741       2.250771546429e+03       2.967535073053e+01       0.000000000000e+00      -1.395833073232e+02       1.076081100482e-08       1.153920055086e-05      -1.063066394692e-06 
  742       2.260202025551e+03       2.940789705532e+01       0.000000000000e+00      -1.397378359700e+02       1.073659352950e-08       1.155404038864e-05      -1.056081901170e-06 
  743       2.269630318833e+03       2.913825511060e+01       0.000000000000e+00      -1.398527929651e+02       1.071245050127e-08       1.156816208301e-05      -1.049026535220e-06 
  744       2.279052709281e+03       2.886654192810e+01       0.000000000000e+00      -1.399282848499e+02       1.068838267148e-08       1.158156454846e-05      -1.041899845354e-06 
  745       2.288465441394e+03       2.859287586617e+01       0.000000000000e+00      -1.399644218697e+02       1.066439073312e-08       1.159424677060e-05      -1.034701376685e-06 
  746       2.297864721038e+03       2.831737661422e+01       0.000000000000e+00      -1.399613179887e+02       1.064047531986e-08       1.160620780686e-05      -1.027430670903e-06 
  747       2.307246715318e+03       2.804016519724e+01       0.000000000000e+00      -1.399190909055e+02       1.061663700500e-08       1.161744678712e-05      -1.020087266254e-06 
  748       2.316607552449e+03       2.776136398025e+01       0.000000000000e+00      -1.398378620679e+02       1.059287630058e-08       1.162796291438e-05      -1.012670697520e-06 
  749       2.325943321634e+03       2.748109667281e+01       0.000000000000e+00      -1.397177566889e+02       1.056919365633e-08       1.163775546546e-05      -1.005180495999e-06 
  750       2.335250072930e+03       2.719948833352e+01       0.000000000000e+00      -1.395589037612e+02       1.054558945870e-08       1.164682379162e-05      -9.976161894810e-07 
  751       2.344523817125e+03       2.691666537443e+01       0.000000000000e+00      -1.393614360728e+02       1.052206402989e-08       1.165516731928e-05      -9.899773022283e-07 
  752       2.353760525613e+03       2.663275556559e+01       0.000000000000e+00      -1.391254902225e+02       1.049861762676e-08       1.166278555065e-05      -9.822633549541e-07 
  753       2.362956130260e+03       2.634788803953e+01       0.000000000000e+00      -1.388512066348e+02       1.047525043993e-08       1.166967806444e-05      -9.744738648009e-07 
  754       2.372106523285e+03       2.606219329569e+01       0.000000000000e+00      -1.385387295750e+02       1.045196259266e-08       1.167584451653e-05      -9.666083453190e-07 
  755       2.381207557125e+03       2.577580320496e+01       0.000000000000e+00      -1.381882071652e+02       1.042875413988e-08       1.168128464062e-05      -9.586663064450e-07 
  756       2.390255044315e+03       2.548885101411e+01       0.000000000000e+00      -1.377997913989e+02       1.040562506714e-08       1.168599824894e-05      -9.506472544805e-07 
  757       2.399244757354e+03       2.520147135034e+01       0.000000000000e+00      -1.373736381562e+02       1.038257528959e-08       1.168998523296e-05      -9.425506920697e-07 
  758       2.408172428585e+03       2.491380022569e+01       0.000000000000e+00      -1.369099072197e+02       1.035960465090e-08       1.169324556399e-05      -9.343761181787e-07 
  759       2.417033750061e+03       2.462597504157e+01       0.000000000000e+00      -1.364087622893e+02       1.033671292223e-08       1.169577929397e-05      -9.261230280728e-07 
  760       2.425824373423e+03       2.433813459323e+01       0.000000000000e+00      -1.358703709974e+02       1.031389980118e-08       1.169758655608e-05      -9.177909132955e-07 
  761       2.434539909771e+03       2.405041907424e+01       0.000000000000e+00      -1.352949049244e+02       1.029116491069e-08       1.169866756547e-05      -9.093792616458e-07 
  762       2.443175929536e+03       2.376297008095e+01       0.000000000000e+00      -1.346825396138e+02       1.026850779800e-08       1.169902261994e-05      -9.008875571570e-07 
  763       2.451727962353e+03       2.347593061703e+01       0.000000000000e+00      -1.340334545875e+02       1.024592793358e-08       1.169865210067e-05      -8.923152800743e-07 
  764       2.460191496935e+03       2.318944509791e+01       0.000000000000e+00      -1.333478333614e+02       1.022342470998e-08       1.169755647284e-05      -8.836619068327e-07 
  765       2.468561980947e+03       2.290365935524e+01       0.000000000000e+00      -1.326258634599e+02       1.020099744082e-08       1.169573628641e-05      -8.749269100351e-07 
  766       2.476834820876e+03       2.261872064145e+01       0.000000000000e+00      -1.318677364318e+02       1.017864535964e-08       1.169319217679e-05      -8.661097584298e-07 
  767       2.485005381903e+03       2.233477763414e+01       0.000000000000e+00      -1.310736478655e+02       1.015636761879e-08       1.168992486553e-05      -8.572099168888e-07 
  768       2.493068987780e+03       2.205198044065e+01       0.000000000000e+00      -1.302437974039e+02       1.013416328835e-08       1.168593516105e-05      -8.482268463848e-07 
  769       2.501020920703e+03       2.177048060246e+01       0.000000000000e+00      -1.293783887600e+02       1.011203135499e-08       1.168122395932e-05      -8.391600039694e-07 
  770       2.508856421177e+03       2.149043109975e+01       0.000000000000e+00      -1.284776297321e+02       1.008997072085e-08       1.167579224459e-05      -8.300088427505e-07 
  771       2.516570687899e+03       2.121198635581e+01       0.000000000000e+00      -1.275417322190e+02       1.006798020239e-08       1.166964109012e-05      -8.207728118697e-07 
  772       2.524158877626e+03       2.093530224159e+01       0.000000000000e+00      -1.265709122351e+02       1.004605852927e-08       1.166277165884e-05      -8.114513564797e-07 
  773       2.531616105045e+03       2.066053608012e+01       0.000000000000e+00      -1.255653899260e+02       1.002420434319e-08       1.165518520410e-05      -8.020439177222e-07 
  774       2.538937442652e+03       2.038784665105e+01       0.000000000000e+00      -1.245253895836e+02       1.000241619674e-08       1.164688307041e-05      -7.925499327045e-07 
  775       2.546117920622e+03       2.011739419509e+01       0.000000000000e+00      -1.234511396614e+02       9.980692552249e-09       1.163786669411e-05      -7.829688344775e-07 
  776       2.553152526680e+03       1.984934041851e+01       0.000000000000e+00      -1.223428727894e+02       9.959031780597e-09       1.162813760411e-05      -7.733000520124e-07 
  777       2.560036205976e+03       1.958384849762e+01       0.000000000000e+00      -1.212008257902e+02       9.937432160051e-09       1.161769742263e-05      -7.635430101780e-07 
  778       2.566764417606e+03       1.932106923632e+01       0.000000000000e+00      -1.200252863888e+02       9.915892312577e-09       1.160654803287e-05      -7.536976495284e-07 
  779       2.573334815875e+03       1.906109924496e+01       0.000000000000e+00      -1.188167342759e+02       9.894412533142e-09       1.159469208572e-05      -7.437660017562e-07 
  780       2.579745600308e+03       1.880402198614e+01       0.000000000000e+00      -1.175757027207e+02       9.872993507805e-09       1.158213250873e-05      -7.337506584577e-07 
  781       2.585994961845e+03       1.854992155222e+01       0.000000000000e+00      -1.163027321392e+02       9.851635880029e-09       1.156887234127e-05      -7.236542556050e-07 
  782       2.592081082823e+03       1.829888266717e+01       0.000000000000e+00      -1.149983701192e+02       9.830340249986e-09       1.155491473534e-05      -7.134794738328e-07 
  783       2.598002136958e+03       1.805099068824e+01       0.000000000000e+00      -1.136631714443e+02       9.809107173877e-09       1.154026295643e-05      -7.032290387270e-07 
  784       2.603756289330e+03       1.780633160774e+01       0.000000000000e+00      -1.122976981188e+02       9.787937163232e-09       1.152492038434e-05      -6.929057211126e-07 
  785       2.609341696362e+03       1.756499205474e+01       0.000000000000e+00      -1.109025193920e+02       9.766830684214e-09       1.150889051403e-05      -6.825123373440e-07 
  786       2.614756505810e+03       1.732705929686e+01       0.000000000000e+00      -1.094782117829e+02       9.745788156916e-09       1.149217695648e-05      -6.720517495943e-07 
  787       2.619998856739e+03       1.709262124197e+01       0.000000000000e+00      -1.080253591044e+02       9.724809954653e-09       1.147478343948e-05      -6.615268661467e-07 
  788       2.625066879510e+03       1.686176643996e+01       0.000000000000e+00      -1.065445524879e+02       9.703896403254e-09       1.145671380855e-05      -6.509406416861e-07 
  789       2.629958695764e+03       1.663458408445e+01       0.000000000000e+00      -1.050363904081e+02       9.683047780341e-09       1.143797202772e-05      -6.402960775911e-07 
  790       2.634672418400e+03       1.641116401457e+01       0.000000000000e+00      -1.035014787073e+02       9.662264314612e-09       1.141856218044e-05      -6.295962222274e-07 
  791       2.639206151565e+03       1.619159671668e+01       0.000000000000e+00      -1.019404306196e+02       9.641546185114e-09       1.139848847037e-05      -6.188441712417e-07 
  792       2.643557990630e+03       1.597597332608e+01       0.000000000000e+00      -1.003538667960e+02       9.620893520517e-09       1.137775522231e-05      -6.080430678557e-07 
  793       2.647726022178e+03       1.576438562880e+01       0.000000000000e+00      -9.874241532847e+01       9.600306398376e-09       1.135636688301e-05      -5.971961031622e-07 
  794       2.651708323986e+03       1.555692606334e+01       0.000000000000e+00      -9.710671177467e+01       9.579784844394e-09       1.133432802201e-05      -5.863065164202e-07 
  795       2.655502965008e+03       1.535368772237e+01       0.000000000000e+00      -9.544739918231e+01       9.559328831681e-09       1.131164333258e-05      -5.753775953524e-07 
  796       2.659108005356e+03       1.515476435449e+01       0.000000000000e+00      -9.376512811376e+01       9.538938280004e-09       1.128831763250e-05      -5.644126764424e-07 
  797       2.662521496285e+03       1.496025036599e+01       0.000000000000e+00      -9.206055667053e+01       9.518613055036e-09       1.126435586500e-05      -5.534151452328e-07 
  798       2.665741480179e+03       1.477024082256e+01       0.000000000000e+00      -9.033435051775e+01       9.498352967602e-09       1.123976309955e-05      -5.423884366243e-07 
  799       2.668765990526e+03       1.458483145107e+01       0.000000000000e+00      -8.858718290874e+01       9.478157772912e-09       1.121454453281e-05      -5.313360351754e-07 
